FREN,1136,Real World Applications,10:26:52,15:27:04
SPAN,1137,Intro II (Majors),05:57:15,13:07:56
MATH,1138,General Studies,04:37:56,13:40:47
MATH,1139,Basics of Mathematics,05:19:41,22:40:55
HDEV,1140,Special Topic II,02:18:08,15:12:35
ENGL,1141,Basics of Mathematics,03:56:00,13:46:19
CHEM,1142,Basics of Mathematics,00:34:38,18:05:01
FREN,1143,Intro II (Non-Majors),08:36:53,19:52:44
DATS,1144,Intro II (Non-Majors),05:44:36,16:40:13
FINA,1145,Real World Applications,11:49:46,16:26:59
PHYS,1146,Intro II (Majors),11:07:33,23:36:38
ECON,1147,Intro II (Non-Majors),06:55:37,15:06:23
SPAN,1148,Basics of Mathematics,08:38:20,16:32:00
HONR,1149,Introduction,05:06:07,13:42:53
HDEV,1150,Basics of Mathematics,04:30:21,14:43:41
ECON,1151,General Studies,00:24:25,12:25:41
HDEV,1152,Advanced Topics,07:15:03,21:07:26
PHYS,1153,Real World Applications,11:57:33,17:54:59
BIO,1154,Basics of Mathematics,11:10:11,19:07:34
HDEV,1155,Intro II (Non-Majors),00:05:02,22:30:11
ITAL,1156,Real World Applications,09:16:31,19:37:36
PHYS,1157,Intro II (Majors),05:25:26,17:03:03
ACCY,1158,Special Topic I,00:46:40,13:48:28
FREN,1159,Intro II (Non-Majors),00:02:17,22:58:25
ECON,1160,General Studies,01:44:52,18:56:01
MUS,1161,Introduction,02:35:49,18:57:16
FINA,1162,Research,11:39:24,23:04:09
JAPN,1163,Introduction,11:12:54,16:49:08
MAE,1164,Introduction,10:13:44,14:45:07
MAE,1165,Research,04:01:28,12:14:25
FINA,1166,Intro II (Non-Majors),06:16:36,21:37:22
HONR,1167,Advanced Topics,09:36:20,23:01:03
CHEM,1168,General Studies,00:37:18,14:12:32
FREN,1169,Intro II (Majors),11:54:56,17:24:32
BIOC,1170,Introduction,11:35:16,20:31:30
ENGL,1171,Special Topic I,07:54:28,17:40:05
BIOC,1172,Intro II (Non-Majors),05:38:25,14:27:36
PHYS,1173,Intro II (Non-Majors),03:00:37,19:42:42
MUS,1174,Intro II (Majors),02:55:44,12:39:31
ITAL,1175,Advanced Topics,07:23:13,21:57:59
ENGL,1176,Special Topic I,03:42:45,18:11:48
FREN,1177,Research,09:38:55,19:25:00
CHEM,1178,Special Topic I,09:30:56,23:33:58
HONR,1179,Intro II (Non-Majors),03:41:15,23:52:24
MATH,1180,Research,04:19:20,15:09:34
ENGL,1181,Basics of Mathematics,10:11:49,22:29:49
MUS,1182,Intro II (Non-Majors),07:34:40,12:27:42
JAPN,1183,Special Topic I,10:16:55,22:08:46
FINA,1184,Special Topic I,10:51:33,21:04:13
MATH,1185,General Studies,01:36:20,20:59:31
BIO,1186,Intro II (Majors),05:22:27,18:44:29
FREN,1187,Intro II (Non-Majors),02:00:06,15:35:31
FINA,1188,Introduction,11:12:36,19:48:08
CSCI,1189,Special Topic II,01:13:14,15:08:48
ENGL,1190,Basics of Mathematics,00:14:54,15:21:33
PHYS,1191,Advanced Topics,04:10:42,17:05:51
ENGL,1192,Basics of Mathematics,00:32:44,19:10:08
HONR,1193,Special Topic I,05:40:43,12:04:54
ITAL,1194,Special Topic I,03:11:33,18:42:25
MAE,1195,Intro II (Majors),10:11:02,21:33:32
PHYS,1196,Intro II (Majors),00:38:05,14:16:06
ITAL,1197,Intro II (Majors),10:00:46,14:39:30
JAPN,1198,Real World Applications,06:41:06,13:05:05
MAE,1199,Intro II (Non-Majors),10:26:07,23:58:39
CSCI,1200,Advanced Topics,09:06:10,14:48:22
BIO,1201,Advanced Topics,04:32:00,21:09:30
DATS,1202,Special Topic II,09:25:54,14:46:37
ACCY,1203,Research,07:27:22,20:11:51
CHEM,1204,Real World Applications,11:43:43,13:06:08
ENGL,1205,General Studies,07:51:52,21:59:41
FREN,1206,Real World Applications,09:09:42,19:22:57
ENGL,1207,Special Topic I,00:09:32,12:23:52
FREN,1208,General Studies,10:28:20,19:03:49
ACCY,1209,Intro II (Non-Majors),04:24:48,21:46:10
FREN,1210,Special Topic II,06:54:39,20:19:37
HDEV,1211,Advanced Topics,06:25:39,20:58:40
FINA,1212,Advanced Topics,07:37:33,22:42:54
ENGL,1213,Real World Applications,10:15:24,13:46:10
CHEM,1214,General Studies,09:33:02,14:09:28
PHYS,1215,Special Topic I,07:48:11,23:21:31
MAE,1216,Intro II (Non-Majors),05:09:00,12:11:45
MUS,1217,General Studies,00:00:28,13:04:18
HDEV,1218,Intro II (Majors),03:33:10,17:25:36
FINA,1219,Special Topic II,07:04:59,13:13:09
CNSL,1220,Special Topic II,10:41:35,18:08:30
SPAN,1221,Introduction,01:40:51,16:08:19
FREN,1222,Advanced Topics,05:05:38,20:27:18
CNSL,1223,Research,04:16:31,12:11:48
FINA,1224,Research,02:49:38,20:51:44
DATS,1225,Advanced Topics,02:56:45,16:04:51
JAPN,1226,General Studies,02:07:32,18:16:10
PHYS,1227,Special Topic II,02:50:40,21:06:42
MAE,1228,Basics of Mathematics,11:01:00,23:59:09
CHEM,1229,Intro II (Majors),07:33:32,16:51:01
HONR,1230,Special Topic I,07:39:20,21:41:38
BIOC,1231,Intro II (Non-Majors),10:06:58,14:05:06
HDEV,1232,Advanced Topics,11:15:45,18:29:17
ITAL,1233,Special Topic II,01:42:48,17:38:55
ACCY,1234,Special Topic I,04:24:39,12:12:37
FREN,1235,General Studies,08:58:12,17:43:01
SPAN,1236,Basics of Mathematics,04:08:04,21:38:57
ENGL,1237,Intro II (Majors),07:35:57,17:41:24
ACCY,1238,Advanced Topics,01:47:00,15:42:26
ENGL,1239,Introduction,02:15:33,17:55:41
CSCI,1240,Advanced Topics,03:27:17,21:39:42
CHEM,1241,Special Topic II,08:00:49,22:20:25
HDEV,1242,Special Topic II,04:16:59,18:48:45
BIO,1243,Intro II (Non-Majors),01:38:20,15:58:58
DATS,1244,Intro II (Non-Majors),00:39:12,15:30:26
ACCY,1245,Research,05:25:04,14:21:14
DATS,1246,Research,09:01:43,16:45:51
BIOC,1247,Real World Applications,09:31:49,12:50:50
SPAN,1248,Introduction,11:38:55,15:12:45
MUS,1249,Research,11:44:20,17:53:28
PHYS,1250,Introduction,11:38:05,17:07:07
ECON,1251,Advanced Topics,02:21:14,12:27:11
ITAL,1252,Advanced Topics,11:53:08,22:27:22
BIOC,1253,Intro II (Non-Majors),01:24:45,23:19:02
HONR,1254,Introduction,10:40:39,19:07:33
CHEM,1255,General Studies,05:02:37,22:48:30
PHYS,1256,General Studies,08:23:48,17:04:58
FREN,1257,General Studies,10:23:26,14:25:08
ITAL,1258,Introduction,11:52:00,15:35:17
CSCI,1259,Basics of Mathematics,08:56:18,19:28:56
CHEM,1260,Research,02:42:10,12:08:24
JAPN,1261,Intro II (Majors),11:55:37,20:13:42
CSCI,1262,General Studies,11:33:15,12:16:57
MAE,1263,Introduction,11:28:34,12:45:43
ACCY,1264,Advanced Topics,11:13:54,15:21:30
CHEM,1265,Basics of Mathematics,05:24:49,19:17:57
MATH,1266,Special Topic I,01:57:51,18:28:03
FINA,1267,Special Topic II,11:58:55,12:05:42
MATH,1268,Advanced Topics,05:38:43,19:44:45
DATS,1269,Intro II (Majors),10:12:01,12:35:36
HONR,1270,Advanced Topics,00:35:41,21:35:14
ECON,1271,Intro II (Non-Majors),09:03:33,13:29:58
CSCI,1272,Real World Applications,11:41:28,21:10:46
CSCI,1273,Advanced Topics,05:52:49,20:30:56
PHYS,1274,Intro II (Majors),03:11:38,20:24:18
BIOC,1275,Basics of Mathematics,08:46:59,13:25:15
CHEM,1276,Introduction,11:29:49,15:08:15
CSCI,1277,Special Topic II,07:00:57,20:29:16
MUS,1278,Intro II (Non-Majors),02:13:07,15:32:40
CNSL,1279,Intro II (Non-Majors),05:03:22,14:36:33
BIO,1280,Special Topic II,09:02:43,13:09:15
MUS,1281,Real World Applications,03:07:41,23:23:16
CNSL,1282,Special Topic II,07:36:02,13:42:40
FREN,1283,Special Topic I,11:01:38,12:49:15
ECON,1284,Intro II (Majors),11:09:59,13:48:55
FINA,1285,Advanced Topics,11:12:19,12:28:21
ITAL,1286,Special Topic II,09:32:11,14:02:40
SPAN,1287,Special Topic I,08:55:11,12:29:00
MATH,1288,Intro II (Non-Majors),07:27:46,12:59:23
CNSL,1289,Special Topic II,00:35:48,17:39:49
CSCI,1290,Basics of Mathematics,11:25:48,21:41:37
MUS,1291,Advanced Topics,02:55:51,20:58:57
HONR,1292,Basics of Mathematics,05:32:50,21:04:34
HDEV,1293,Basics of Mathematics,09:02:39,18:37:47
ITAL,1294,Basics of Mathematics,11:03:13,15:25:55
ECON,1295,Research,04:47:09,14:57:52
MATH,1296,Research,02:26:41,20:42:45
HDEV,1297,Advanced Topics,06:50:26,17:11:46
JAPN,1298,Introduction,09:40:46,16:59:51
ACCY,1299,Intro II (Majors),06:10:08,15:16:00
SPAN,1300,Introduction,00:13:30,12:25:16
HDEV,1301,General Studies,04:19:39,22:30:01
ITAL,1302,Research,09:58:26,20:37:20
CNSL,1303,Research,08:59:35,20:49:59
ECON,1304,General Studies,00:30:39,16:42:52
BIO,1305,Basics of Mathematics,04:56:52,22:04:32
ENGL,1306,General Studies,11:40:06,18:05:27
CSCI,1307,Special Topic I,06:04:49,23:32:10
SPAN,1308,Special Topic I,07:37:27,16:53:50
PHYS,1309,Special Topic II,09:20:54,23:48:41
HDEV,1310,Basics of Mathematics,11:12:36,23:11:08
ECON,1311,Advanced Topics,00:45:51,21:33:29
HONR,1312,Research,07:27:53,19:21:20
CSCI,1313,Intro II (Majors),10:51:55,19:27:48
ITAL,1314,Real World Applications,05:39:46,21:46:34
ECON,1315,General Studies,10:37:20,21:55:57
FINA,1316,General Studies,03:50:21,14:57:05
HONR,1317,Real World Applications,08:37:48,13:12:26
MUS,1318,Research,08:38:14,17:54:00
MATH,1319,Intro II (Majors),09:30:06,21:09:32
MATH,1320,Introduction,03:18:45,22:30:02
ECON,1321,Intro II (Majors),09:16:05,17:48:42
MAE,1322,Special Topic II,08:21:06,17:21:12
CNSL,1323,Advanced Topics,00:04:00,21:02:49
ECON,1324,Research,11:32:41,20:11:48
BIOC,1325,Special Topic I,08:13:10,15:40:29
CSCI,1326,Intro II (Majors),01:01:35,20:52:17
PHYS,1327,Intro II (Majors),06:18:08,15:37:23
MATH,1328,Advanced Topics,00:12:09,20:47:23
ACCY,1329,Advanced Topics,09:12:58,12:58:55
ECON,1330,Advanced Topics,03:56:50,23:05:52
CHEM,1331,Special Topic II,05:19:34,14:02:31
HDEV,1332,Research,01:04:04,20:33:33
ITAL,1333,Intro II (Non-Majors),05:28:18,12:32:11
FINA,1334,Basics of Mathematics,11:54:40,17:43:37
MATH,1335,General Studies,11:57:02,23:08:10
CSCI,1336,Basics of Mathematics,01:05:25,13:24:42
BIOC,1337,Research,05:55:32,22:16:29
FINA,1338,Special Topic I,06:47:29,17:11:25
CNSL,1339,Basics of Mathematics,11:44:06,16:30:37
FINA,1340,Special Topic II,05:15:15,18:01:54
HDEV,1341,Introduction,01:45:13,21:19:12
BIO,1342,Special Topic II,05:23:51,20:31:33
DATS,1343,Intro II (Non-Majors),08:50:03,23:11:19
HDEV,1344,Intro II (Non-Majors),01:50:44,21:24:50
CHEM,1345,General Studies,11:25:30,13:36:11
CHEM,1346,Special Topic II,05:36:30,20:03:07
FINA,1347,Real World Applications,09:35:53,22:38:33
JAPN,1348,Advanced Topics,10:04:34,19:09:09
FINA,1349,Basics of Mathematics,05:15:04,22:56:41
JAPN,1350,Intro II (Non-Majors),04:01:00,15:59:07
FINA,1351,Basics of Mathematics,04:51:42,23:53:18
ECON,1352,Introduction,09:44:17,14:34:49
HDEV,1353,Real World Applications,02:11:27,21:20:37
HONR,1354,Intro II (Non-Majors),10:51:56,22:19:18
PHYS,1355,Special Topic II,04:50:02,13:03:37
CNSL,1356,General Studies,02:41:32,19:06:25
ITAL,1357,Real World Applications,00:18:48,18:45:49
MUS,1358,Intro II (Non-Majors),05:53:21,16:00:35
ECON,1359,Research,00:42:18,21:39:42
DATS,1360,Research,09:49:57,12:53:24
CHEM,1361,Real World Applications,11:19:04,17:37:02
HONR,1362,Real World Applications,11:32:08,21:11:23
BIO,1363,Intro II (Non-Majors),02:41:22,12:49:30
HDEV,1364,Real World Applications,00:17:08,14:52:34
FREN,1365,Special Topic I,10:37:08,14:34:55
CSCI,1366,Real World Applications,11:10:08,21:01:26
ITAL,1367,Intro II (Majors),05:53:10,12:56:04
CHEM,1368,Special Topic I,11:43:50,14:38:28
CHEM,1369,Basics of Mathematics,09:50:08,14:53:24
MATH,1370,General Studies,02:09:09,22:44:36
HONR,1371,Intro II (Majors),07:01:51,12:15:11
ENGL,1372,Basics of Mathematics,02:30:32,13:49:46
BIO,1373,Special Topic II,06:37:19,18:29:34
CNSL,1374,Basics of Mathematics,02:50:56,16:04:05
MUS,1375,Intro II (Majors),10:21:35,23:11:02
MAE,1376,General Studies,10:39:23,18:13:42
DATS,1377,Basics of Mathematics,11:06:08,19:14:59
PHYS,1378,Introduction,02:57:11,21:20:27
CNSL,1379,Special Topic II,06:57:15,23:43:11
MAE,1380,Special Topic I,03:47:24,20:27:37
ACCY,1381,Advanced Topics,05:09:33,23:14:48
JAPN,1382,Introduction,07:55:06,16:06:24
MATH,1383,Real World Applications,00:04:01,17:53:41
CNSL,1384,Advanced Topics,08:27:34,23:44:48
DATS,1385,Real World Applications,09:04:47,12:27:26
MUS,1386,General Studies,03:09:30,19:25:31
PHYS,1387,Intro II (Non-Majors),06:48:00,17:22:03
PHYS,1388,Introduction,01:57:44,14:26:11
ECON,1389,Basics of Mathematics,10:18:23,14:02:08
ACCY,1390,Basics of Mathematics,05:39:52,12:53:53
ENGL,1391,Special Topic I,10:10:26,19:01:18
BIO,1392,Intro II (Majors),08:28:42,15:28:29
BIO,1393,Special Topic I,01:30:18,14:15:27
MAE,1394,Special Topic I,10:20:25,14:55:40
HONR,1395,Special Topic I,05:59:33,19:06:44
CNSL,1396,General Studies,09:05:22,12:45:00
MAE,1397,Real World Applications,01:10:10,13:47:39
HONR,1398,General Studies,08:17:25,12:52:29
JAPN,1399,Special Topic II,10:17:39,23:11:27
JAPN,1400,Real World Applications,04:35:14,15:04:25
CHEM,1401,Real World Applications,04:11:12,12:41:34
ECON,1402,Special Topic II,08:07:28,19:57:46
BIO,1403,Advanced Topics,07:22:17,18:23:58
JAPN,1404,Special Topic II,09:02:32,23:53:10
MAE,1405,Introduction,01:27:56,15:01:37
CSCI,1406,Research,11:23:25,18:57:35
JAPN,1407,Intro II (Majors),10:31:13,18:57:50
HONR,1408,Intro II (Non-Majors),03:07:40,20:10:55
CNSL,1409,Real World Applications,08:45:27,23:01:35
BIO,1410,Real World Applications,08:33:27,12:59:11
HDEV,1411,Research,03:26:55,20:49:28
CNSL,1412,Real World Applications,07:06:46,19:25:46
FINA,1413,Special Topic I,01:26:24,15:18:30
CSCI,1414,Basics of Mathematics,09:47:56,14:57:08
MAE,1415,Special Topic I,00:11:13,16:37:20
CNSL,1416,Real World Applications,06:03:18,19:18:10
FREN,1417,Advanced Topics,02:02:12,16:39:19
DATS,1418,Basics of Mathematics,07:27:38,22:25:27
MATH,1419,Research,03:32:15,16:47:53
CSCI,1420,Real World Applications,01:47:18,17:23:08
MATH,1421,Research,05:04:39,21:46:30
MAE,1422,Real World Applications,11:24:40,18:11:21
FREN,1423,Basics of Mathematics,11:38:55,17:35:12
CSCI,1424,Basics of Mathematics,04:45:35,22:33:42
ECON,1425,General Studies,02:26:59,20:36:15
HONR,1426,Special Topic II,11:06:06,18:07:12
CNSL,1427,Research,03:55:11,14:52:25
HDEV,1428,Special Topic II,11:50:04,12:42:49
ECON,1429,General Studies,09:06:48,23:59:08
BIO,1430,Special Topic I,09:01:38,21:54:51
CNSL,1431,Basics of Mathematics,00:52:06,12:09:08
CHEM,1432,Special Topic I,01:23:49,18:26:03
BIOC,1433,Intro II (Majors),01:12:00,23:31:16
BIOC,1434,General Studies,06:36:18,21:00:20
BIO,1435,Intro II (Non-Majors),07:49:13,12:22:08
ECON,1436,Intro II (Majors),09:30:36,19:23:15
PHYS,1437,Special Topic II,11:05:33,14:05:54
JAPN,1438,Advanced Topics,08:13:59,17:07:24
MATH,1439,Intro II (Non-Majors),11:51:24,23:24:22
FINA,1440,Intro II (Majors),01:42:01,20:44:40
ACCY,1441,Special Topic I,11:03:19,23:41:44
FINA,1442,Research,02:40:21,21:01:00
FINA,1443,Intro II (Non-Majors),03:56:32,12:08:43
ITAL,1444,Intro II (Non-Majors),08:33:18,12:20:07
FINA,1445,Real World Applications,08:47:38,21:57:36
HONR,1446,Research,08:08:56,21:10:15
MAE,1447,General Studies,00:02:44,14:32:21
FREN,1448,Basics of Mathematics,04:36:03,15:04:44
BIOC,1449,General Studies,08:00:18,23:40:13
DATS,1450,Basics of Mathematics,01:14:12,13:01:09
MUS,1451,Introduction,03:25:05,21:24:33
ITAL,1452,Basics of Mathematics,02:03:14,17:07:55
ECON,1453,Advanced Topics,05:56:14,16:43:12
SPAN,1454,Basics of Mathematics,06:32:18,23:14:08
DATS,1455,Intro II (Majors),05:36:55,18:31:23
JAPN,1456,Special Topic I,02:58:11,12:16:04
ITAL,1457,Special Topic I,00:31:03,19:01:36
JAPN,1458,Advanced Topics,00:07:08,19:42:42
CSCI,1459,Introduction,08:57:01,21:35:49
HONR,1460,Introduction,04:06:13,13:10:01
BIOC,1461,Intro II (Non-Majors),08:13:44,16:51:53
ACCY,1462,Basics of Mathematics,11:30:56,23:40:16
SPAN,1463,Intro II (Majors),05:49:38,18:44:29
CHEM,1464,Special Topic I,03:19:39,12:21:54
ITAL,1465,Special Topic I,11:19:03,12:25:51
MATH,1466,Basics of Mathematics,00:40:31,19:16:04
FINA,1467,Advanced Topics,05:45:17,15:16:13
CNSL,1468,Intro II (Majors),00:50:54,18:35:59
SPAN,1469,General Studies,03:57:16,21:03:11
SPAN,1470,Research,09:02:49,20:58:22
MAE,1471,Basics of Mathematics,01:36:15,23:34:34
BIO,1472,Intro II (Majors),04:44:02,12:49:16
CSCI,1473,Real World Applications,06:26:25,21:12:00
ITAL,1474,General Studies,08:46:47,22:36:05
MUS,1475,Special Topic II,01:04:56,20:41:17
MATH,1476,Special Topic I,05:26:56,13:48:59
JAPN,1477,General Studies,02:03:53,12:54:24
MAE,1478,Real World Applications,06:24:06,22:33:44
JAPN,1479,Introduction,04:59:25,13:31:50
FINA,1480,Advanced Topics,03:26:55,19:42:13
ENGL,1481,Basics of Mathematics,08:18:55,15:35:17
CNSL,1482,Intro II (Non-Majors),02:43:47,23:46:35
SPAN,1483,Intro II (Non-Majors),01:05:31,16:44:09
CNSL,1484,Advanced Topics,01:35:53,23:12:28
MATH,1485,Research,01:14:11,16:58:45
ENGL,1486,Introduction,00:02:31,18:56:44
BIOC,1487,Introduction,11:50:35,15:03:28
MAE,1488,Special Topic I,01:44:09,22:16:22
FINA,1489,Intro II (Non-Majors),04:47:27,17:30:07
ECON,1490,General Studies,02:10:18,12:32:29
FREN,1491,General Studies,08:50:16,22:46:37
ACCY,1492,Real World Applications,07:41:01,13:53:11
CHEM,1493,Special Topic I,03:11:27,18:13:48
HDEV,1494,Real World Applications,02:49:29,21:15:09
JAPN,1495,Basics of Mathematics,05:02:00,12:54:49
SPAN,1496,Basics of Mathematics,11:34:48,15:27:14
ENGL,1497,Introduction,00:56:51,17:02:09
CSCI,1498,Introduction,01:00:52,22:43:42
FREN,1499,Introduction,06:32:56,18:33:34
BIOC,1500,Advanced Topics,02:27:16,13:52:24
MATH,1501,Special Topic II,11:34:18,15:26:48
CHEM,1502,Intro II (Majors),04:01:42,19:28:34
DATS,1503,Introduction,10:36:58,19:38:45
MATH,1504,Intro II (Non-Majors),08:15:17,18:55:43
PHYS,1505,Basics of Mathematics,09:31:11,16:30:48
MUS,1506,Special Topic II,04:13:21,18:33:43
CNSL,1507,Advanced Topics,04:12:55,17:07:13
ACCY,1508,Research,07:56:06,23:12:09
ENGL,1509,General Studies,03:30:14,23:05:06
HONR,1510,Real World Applications,00:29:55,21:25:06
HDEV,1511,Basics of Mathematics,05:49:50,13:15:46
BIO,1512,Intro II (Non-Majors),00:53:07,23:37:58
MUS,1513,Intro II (Majors),04:31:31,21:21:33
FINA,1514,Introduction,06:28:48,16:32:26
ENGL,1515,Introduction,00:50:57,19:45:03
DATS,1516,Real World Applications,09:31:32,17:32:53
MATH,1517,Special Topic I,11:37:02,21:27:17
